"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"13.04.2011","359,55","360,03","362,47","357,92","-","0,14%"
"12.04.2011","359,05","365,56","365,95","357,36","-","-1,90%"
"11.04.2011","366,00","367,58","368,97","365,77","-","-0,73%"
"08.04.2011","368,70","366,77","368,71","365,83","-","1,16%"
"07.04.2011","364,48","363,84","365,18","362,02","-","0,28%"
"06.04.2011","363,46","364,01","364,73","362,59","-","0,10%"
"05.04.2011","363,11","360,68","363,31","360,64","-","0,26%"
"04.04.2011","362,18","361,38","362,41","360,46","-","0,36%"
"01.04.2011","360,89","359,16","361,20","357,26","-","0,41%"
"31.03.2011","359,43","355,24","359,53","354,87","-","1,60%"
"30.03.2011","353,76","353,99","354,80","351,76","-","-0,07%"
"29.03.2011","354,01","352,81","355,43","352,41","-","-0,24%"
"28.03.2011","354,86","357,01","357,90","354,75","-","-1,31%"
"25.03.2011","359,57","358,95","360,37","357,71","-","0,30%"
"24.03.2011","358,48","357,31","358,56","356,21","-","0,41%"
"23.03.2011","357,03","356,98","357,69","356,01","-","0,16%"
"22.03.2011","356,45","353,14","356,55","351,97","-","0,91%"
"21.03.2011","353,24","354,55","354,55","352,00","-","0,60%"
"18.03.2011","351,15","351,81","352,40","348,75","-","0,71%"
"17.03.2011","348,67","341,59","349,19","341,53","-","3,10%"
"16.03.2011","338,17","341,99","344,44","337,44","-","0,01%"
"15.03.2011","338,14","342,18","342,69","338,07","-","-3,56%"
"14.03.2011","350,61","349,59","351,34","349,08","-","-0,36%"
"11.03.2011","351,88","350,50","352,75","349,97","-","-0,73%"
"10.03.2011","354,45","356,95","357,42","352,02","-","-1,60%"
"09.03.2011","360,23","361,76","362,76","359,03","-","-0,24%"
"08.03.2011","361,09","362,14","363,35","360,11","-","-0,50%"
"07.03.2011","362,89","366,30","366,71","362,40","-","0,00%"
"04.03.2011","362,88","362,53","363,63","361,46","-","0,64%"
"03.03.2011","360,56","357,84","360,75","357,52","-","0,40%"
"02.03.2011","359,12","355,95","359,44","355,95","-","1,11%"
"01.03.2011","355,18","354,31","355,36","351,89","-","0,74%"
"28.02.2011","352,58","352,78","353,87","351,97","-","0,37%"
"25.02.2011","351,29","346,03","351,81","344,56","-","1,57%"
"24.02.2011","345,85","351,01","351,08","345,56","-","-0,56%"
"23.02.2011","347,81","343,80","349,08","343,59","-","1,00%"
"22.02.2011","344,36","348,62","350,10","342,88","-","0,75%"
"18.02.2011","341,78","340,44","343,40","339,94","-","0,15%"
"17.02.2011","341,27","339,49","341,36","338,59","-","0,90%"
"16.02.2011","338,21","337,63","339,51","337,31","-","0,57%"
"15.02.2011","336,29","339,40","340,33","335,10","-","-0,70%"
"14.02.2011","338,67","338,25","340,86","337,80","-","0,26%"
"11.02.2011","337,78","340,32","340,76","337,00","-","-0,64%"
"10.02.2011","339,95","339,54","342,06","339,15","-","0,15%"
"09.02.2011","339,43","337,05","339,80","336,77","-","0,65%"
"08.02.2011","337,25","335,54","338,60","335,23","-","-0,06%"
"07.02.2011","337,46","339,94","340,19","337,33","-","-0,43%"
"04.02.2011","338,92","340,65","341,65","337,75","-","-0,61%"
"03.02.2011","341,00","344,87","345,19","340,81","-","-0,81%"
"02.02.2011","343,80","342,87","344,69","342,29","-","0,48%"
"01.02.2011","342,17","340,65","343,05","340,41","-","0,22%"
"31.01.2011","341,42","336,75","342,03","335,42","-","1,78%"
"28.01.2011","335,44","331,10","336,04","331,10","-","1,22%"
"27.01.2011","331,39","333,06","334,20","330,60","-","-0,43%"
"26.01.2011","332,83","329,41","333,12","328,54","-","1,61%"
"25.01.2011","327,57","329,49","330,48","327,42","-","-1,54%"
"24.01.2011","332,70","335,36","335,73","332,12","-","-0,39%"
"21.01.2011","333,99","333,28","334,49","333,07","-","0,63%"
"20.01.2011","331,91","332,22","332,37","328,27","-","-0,46%"
"19.01.2011","333,44","335,96","336,29","333,24","-","-0,10%"
"18.01.2011","333,78","333,91","335,28","332,45","-","0,22%"
"14.01.2011","333,06","331,81","333,25","330,94","-","0,02%"
"13.01.2011","333,00","334,46","335,12","332,62","-","-0,56%"
"12.01.2011","334,88","332,23","335,90","332,08","-","1,03%"
"11.01.2011","331,46","328,77","331,81","328,34","-","1,41%"
"10.01.2011","326,85","324,68","327,71","323,89","-","0,90%"
"07.01.2011","323,94","324,24","326,67","322,76","-","-0,35%"
"06.01.2011","325,07","329,42","329,71","324,91","-","-1,25%"
"05.01.2011","329,20","324,87","330,01","324,50","-","0,45%"
"04.01.2011","327,73","333,84","333,88","325,86","-","-1,59%"
"03.01.2011","333,02","334,80","335,31","332,89","-","0,07%"
"31.12.2010","332,80","328,61","333,67","327,75","-","1,74%"
"30.12.2010","327,11","330,67","330,77","325,20","-","-1,09%"
"29.12.2010","330,71","330,45","331,54","330,13","-","-0,22%"
"28.12.2010","331,43","330,43","332,15","330,09","-","0,70%"
"27.12.2010","329,11","328,12","329,44","326,86","-","-0,08%"
"23.12.2010","329,38","327,30","329,58","327,09","-","0,39%"
"22.12.2010","328,11","326,81","328,15","325,98","-","0,40%"
"21.12.2010","326,80","324,94","327,15","324,94","-","0,78%"
"20.12.2010","324,27","322,87","324,37","320,30","-","1,14%"
"17.12.2010","320,62","316,59","321,04","316,59","-","1,03%"
"16.12.2010","317,34","318,72","319,10","317,12","-","-0,47%"
"15.12.2010","318,84","317,67","320,68","316,89","-","-0,21%"
"14.12.2010","319,51","320,80","320,80","319,02","-","-0,11%"
"13.12.2010","319,87","318,14","319,99","317,97","-","1,58%"
"10.12.2010","314,91","316,76","316,76","313,82","-","-0,37%"
"09.12.2010","316,09","317,05","317,78","315,61","-","-0,25%"
"08.12.2010","316,87","313,93","317,08","312,92","-","0,40%"
"07.12.2010","315,62","319,87","320,74","315,18","-","-0,53%"
"06.12.2010","317,29","316,34","317,97","316,17","-","0,36%"
"03.12.2010","316,16","313,25","316,30","312,04","-","1,30%"
"02.12.2010","312,09","310,41","312,13","309,48","-","1,03%"
"01.12.2010","308,91","304,36","308,91","303,87","-","2,49%"
"30.11.2010","301,41","302,34","303,24","301,40","-","-0,49%"
"29.11.2010","302,89","302,24","303,00","300,84","-","0,58%"
"26.11.2010","301,13","300,54","301,58","299,53","-","-0,40%"
"24.11.2010","302,34","298,59","302,48","298,14","-","1,56%"
"23.11.2010","297,69","295,06","298,37","293,94","-","-0,11%"
"22.11.2010","298,01","298,76","298,76","295,61","-","-0,29%"
"19.11.2010","298,89","301,43","301,43","298,25","-","-1,20%"
"18.11.2010","302,51","299,28","302,82","299,09","-","2,40%"
"17.11.2010","295,43","295,46","297,88","294,68","-","-0,27%"
"16.11.2010","296,22","303,85","304,00","296,20","-","-3,20%"
"15.11.2010","306,02","304,41","306,54","303,68","-","0,80%"
"12.11.2010","303,60","310,71","311,23","303,22","-","-3,57%"
"11.11.2010","314,85","317,33","317,56","314,47","-","-0,71%"
"10.11.2010","317,11","317,76","319,44","316,30","-","-0,63%"
"09.11.2010","319,11","317,94","320,38","317,67","-","1,22%"
"08.11.2010","315,25","313,70","315,62","313,14","-","0,54%"
"05.11.2010","313,56","313,09","313,57","311,56","-","0,40%"
"04.11.2010","312,30","308,24","312,30","308,22","-","2,37%"
"03.11.2010","305,07","307,26","307,27","302,81","-","0,03%"
"02.11.2010","304,98","303,86","305,10","303,60","-","1,14%"
"01.11.2010","301,53","302,41","304,18","301,53","-","0,29%"
"29.10.2010","300,67","299,67","301,03","298,76","-","0,26%"
"28.10.2010","299,89","300,09","300,73","299,12","-","0,25%"
"27.10.2010","299,14","299,62","299,69","297,20","-","-0,71%"
"26.10.2010","301,28","300,02","301,98","299,48","-","0,32%"
"25.10.2010","300,31","300,11","301,45","298,58","-","1,04%"
"22.10.2010","297,23","296,49","297,43","295,78","-","0,57%"
"21.10.2010","295,55","299,98","300,02","295,06","-","-1,15%"
"20.10.2010","299,00","294,88","299,03","293,54","-","2,05%"
"19.10.2010","292,98","296,57","296,61","292,86","-","-1,93%"
"18.10.2010","298,74","295,32","299,01","295,08","-","0,91%"
"15.10.2010","296,06","299,86","301,24","295,77","-","-1,29%"
"14.10.2010","299,93","300,43","301,83","299,45","-","0,06%"
"13.10.2010","299,74","300,20","301,28","299,25","-","0,64%"
"12.10.2010","297,83","295,55","298,59","294,91","-","0,49%"
"11.10.2010","296,37","296,02","298,36","295,03","-","0,43%"
"08.10.2010","295,11","286,80","295,17","286,66","-","2,72%"
"07.10.2010","287,30","291,00","291,96","286,85","-","-0,64%"
"06.10.2010","289,15","288,67","290,43","287,93","-","0,25%"
"05.10.2010","288,42","285,06","288,64","284,98","-","1,56%"
"04.10.2010","283,99","284,52","285,27","283,53","-","-0,60%"
"01.10.2010","285,69","288,08","288,93","285,24","-","-0,41%"
"30.09.2010","286,86","286,86","287,41","282,90","-","0,33%"
"29.09.2010","285,93","284,05","286,12","282,07","-","0,56%"
"28.09.2010","284,35","283,35","285,94","283,14","-","0,07%"
"27.09.2010","284,14","284,50","285,03","282,38","-","0,18%"
"24.09.2010","283,63","280,83","283,97","280,59","-","1,25%"
"23.09.2010","280,14","278,38","280,67","277,71","-","0,45%"
"22.09.2010","278,89","280,05","281,07","277,99","-","0,19%"
"21.09.2010","278,36","279,47","280,66","278,36","-","-0,46%"
"20.09.2010","279,64","280,18","281,22","279,34","-","-0,00%"
"17.09.2010","279,65","280,61","280,61","277,98","-","0,34%"
"16.09.2010","278,69","278,80","280,10","277,17","-","-0,13%"
"15.09.2010","279,05","279,26","279,28","277,82","-","-0,38%"
"14.09.2010","280,12","278,08","280,51","277,85","-","0,92%"
"13.09.2010","277,56","275,98","278,56","275,64","-","0,88%"
"10.09.2010","275,14","274,38","275,95","273,74","-","0,71%"
"09.09.2010","273,21","273,81","275,07","272,61","-","-0,39%"
"08.09.2010","274,27","273,80","275,33","273,17","-","0,17%"
"07.09.2010","273,81","271,12","274,39","270,79","-","0,38%"
"03.09.2010","272,77","270,80","272,86","269,89","-","0,60%"
"02.09.2010","271,15","267,77","271,29","267,77","-","0,98%"
"01.09.2010","268,51","265,51","268,95","265,28","-","1,64%"
"31.08.2010","264,19","266,66","268,11","264,11","-","-1,33%"
"30.08.2010","267,76","267,09","268,44","267,04","-","0,18%"
"27.08.2010","267,27","264,17","267,40","262,91","-","1,22%"
"26.08.2010","264,04","263,03","264,82","262,70","-","0,85%"
"25.08.2010","261,81","262,00","262,07","260,22","-","-0,25%"
"24.08.2010","262,46","263,29","263,48","261,68","-","-1,34%"
"23.08.2010","266,03","267,81","268,08","265,40","-","-0,37%"
"20.08.2010","267,01","267,45","267,77","266,57","-","-0,46%"
"19.08.2010","268,25","269,95","270,45","267,69","-","-0,61%"
"18.08.2010","269,90","269,53","270,23","267,24","-","-0,11%"
"17.08.2010","270,19","269,23","270,98","268,82","-","0,78%"
"16.08.2010","268,11","268,79","270,02","267,91","-","-0,25%"
"13.08.2010","268,79","268,91","269,41","268,16","-","-0,04%"
"12.08.2010","268,91","268,83","270,54","267,20","-","0,03%"
"11.08.2010","268,83","272,28","272,28","268,43","-","-1,27%"
"10.08.2010","272,28","274,59","274,59","271,13","-","-0,84%"
"09.08.2010","274,59","274,71","276,37","274,18","-","-0,04%"
"06.08.2010","274,71","277,67","277,67","273,70","-","-1,07%"
"05.08.2010","277,67","278,97","280,69","277,46","-","-0,47%"
"04.08.2010","278,97","276,63","279,18","276,35","-","0,85%"
"03.08.2010","276,63","276,84","277,28","275,86","-","-0,08%"
"02.08.2010","276,84","274,35","278,28","274,35","-","0,91%"
"30.07.2010","274,35","270,20","274,42","268,41","-","1,54%"
"29.07.2010","270,20","266,16","270,53","266,06","-","1,52%"
"28.07.2010","266,16","264,46","266,68","263,98","-","0,64%"
"27.07.2010","264,46","266,66","267,72","263,63","-","-0,83%"
"26.07.2010","266,66","266,62","267,19","265,72","-","0,02%"
"23.07.2010","266,62","266,86","267,28","265,91","-","-0,09%"
"22.07.2010","266,86","261,53","266,86","261,53","-","2,04%"
"21.07.2010","261,53","261,52","263,63","261,30","-","0,00%"
"20.07.2010","261,52","261,20","262,20","259,88","-","0,12%"
"19.07.2010","261,20","262,22","264,37","259,85","-","-0,39%"
"16.07.2010","262,22","264,21","264,80","260,87","-","-0,75%"
"15.07.2010","264,21","263,03","264,22","260,60","-","0,77%"
"14.07.2010","262,20","261,53","263,94","260,84","-","0,11%"
"13.07.2010","261,91","258,40","262,16","258,40","-","1,36%"
"12.07.2010","258,40","260,62","260,62","257,99","-","-0,85%"
"09.07.2010","260,62","259,51","261,47","259,51","-","0,43%"
"08.07.2010","259,51","258,24","260,46","257,86","-","0,49%"
"07.07.2010","258,24","253,50","258,44","253,50","-","1,75%"
"06.07.2010","253,80","254,77","257,91","253,48","-","-0,27%"
"02.07.2010","254,48","256,21","256,55","253,83","-","-0,68%"
"01.07.2010","256,21","258,52","258,52","253,76","-","-0,89%"
"30.06.2010","258,52","256,27","258,69","255,21","-","0,88%"
"29.06.2010","256,27","263,53","263,53","255,58","-","-2,75%"
"28.06.2010","263,53","265,61","265,61","262,96","-","-0,78%"
"25.06.2010","265,61","261,62","265,81","261,62","-","1,53%"
"24.06.2010","261,62","259,72","261,71","259,72","-","0,73%"
"23.06.2010","259,72","262,68","262,82","259,29","-","-1,13%"
"22.06.2010","262,68","263,69","264,31","261,73","-","-0,38%"
"21.06.2010","263,69","262,93","267,02","262,25","-","0,29%"
"18.06.2010","262,93","263,30","264,20","261,44","-","-0,14%"
"17.06.2010","263,30","264,15","265,08","262,52","-","-0,32%"
"16.06.2010","264,15","263,50","264,84","262,33","-","0,25%"
"15.06.2010","263,50","259,98","263,57","259,98","-","1,35%"
"14.06.2010","259,98","255,92","260,51","255,92","-","1,59%"
"11.06.2010","255,92","255,08","256,70","254,52","-","0,33%"
"10.06.2010","255,08","253,06","256,52","253,06","-","0,80%"
"09.06.2010","253,06","250,08","253,99","250,08","-","1,19%"
"08.06.2010","250,08","248,98","250,52","248,30","-","0,44%"
"07.06.2010","248,98","248,94","249,66","247,62","-","0,02%"
"04.06.2010","248,94","254,89","254,89","248,65","-","-2,33%"
"03.06.2010","254,89","252,94","254,96","251,88","-","0,77%"
"02.06.2010","252,94","252,39","254,26","251,11","-","0,21%"
"01.06.2010","252,41","254,80","256,71","252,38","-","-0,94%"
"28.05.2010","254,80","257,72","258,56","253,97","-","-1,13%"
"27.05.2010","257,72","252,83","257,72","252,83","-","1,93%"
"26.05.2010","252,83","248,79","253,52","248,79","-","1,62%"
"25.05.2010","248,79","251,97","251,97","247,25","-","-1,26%"
"24.05.2010","251,97","251,42","253,03","250,84","-","0,22%"
"21.05.2010","251,42","250,07","252,96","248,91","-","0,54%"
"20.05.2010","250,07","252,64","252,64","247,49","-","-1,02%"
"19.05.2010","252,64","254,93","254,93","251,59","-","-0,90%"
"18.05.2010","254,93","253,20","257,03","253,20","-","0,68%"
"17.05.2010","253,20","258,55","258,75","252,83","-","-2,07%"
"14.05.2010","258,55","265,78","265,78","258,28","-","-2,72%"
"13.05.2010","265,78","266,82","266,82","265,31","-","-0,39%"
"12.05.2010","266,82","264,95","267,58","264,70","-","0,71%"
"11.05.2010","264,95","265,44","266,55","263,31","-","-0,18%"
"10.05.2010","265,44","261,32","266,12","261,32","-","1,58%"
"07.05.2010","261,32","262,76","263,64","259,08","-","-0,55%"
"06.05.2010","262,76","267,95","267,95","261,93","-","-1,94%"
"05.05.2010","267,95","271,60","271,60","266,48","-","-1,34%"
"04.05.2010","271,60","278,10","278,10","271,52","-","-2,34%"
"03.05.2010","278,10","277,71","278,88","277,27","-","0,14%"
"30.04.2010","277,71","275,29","277,98","275,29","-","0,88%"
"29.04.2010","275,29","274,51","276,68","274,51","-","0,28%"
"28.04.2010","274,51","273,18","274,66","272,90","-","0,49%"
"27.04.2010","273,18","278,38","278,38","272,92","-","-1,87%"
"26.04.2010","278,38","279,05","280,20","278,10","-","-0,24%"
"23.04.2010","279,05","277,12","279,38","276,46","-","0,70%"
"22.04.2010","277,12","276,75","277,32","273,98","-","0,13%"
"21.04.2010","276,75","275,78","278,38","275,43","-","0,35%"
"20.04.2010","275,78","273,23","276,19","273,23","-","0,93%"
"19.04.2010","273,23","276,29","276,29","272,68","-","-1,11%"
"16.04.2010","276,29","279,75","279,75","275,42","-","-1,24%"
"15.04.2010","279,75","279,96","279,96","278,61","-","-0,08%"
"14.04.2010","279,96","277,35","280,83","277,35","-","0,94%"
"13.04.2010","277,35","276,20","277,62","274,14","-","0,42%"
"12.04.2010","276,20","276,13","278,46","275,77","-","0,03%"
"09.04.2010","276,13","275,25","276,70","275,24","-","0,32%"
"08.04.2010","275,25","277,59","277,59","274,81","-","-0,84%"
"07.04.2010","277,59","278,52","279,02","276,65","-","-0,33%"
"06.04.2010","278,52","279,51","280,31","277,97","-","-0,35%"
"05.04.2010","279,51","276,43","280,09","276,43","-","1,11%"
"01.04.2010","276,43","273,34","276,65","273,34","-","1,13%"
"31.03.2010","273,34","273,72","275,19","271,77","-","-0,14%"
"30.03.2010","273,72","272,92","274,15","272,50","-","0,29%"
"29.03.2010","272,92","267,32","273,21","267,32","-","2,09%"
"26.03.2010","267,32","267,86","269,12","266,64","-","-0,20%"
"25.03.2010","267,86","269,48","270,19","267,77","-","-0,60%"
"24.03.2010","269,48","271,71","271,71","268,40","-","-0,82%"
"23.03.2010","271,71","272,28","272,88","271,02","-","-0,21%"
"22.03.2010","272,28","272,62","273,13","268,89","-","-0,12%"
"19.03.2010","272,62","275,68","275,68","271,15","-","-1,11%"
"18.03.2010","275,68","276,30","276,56","274,53","-","-0,22%"
"17.03.2010","276,30","273,54","276,37","273,54","-","1,01%"
"16.03.2010","273,54","270,79","273,93","270,79","-","1,02%"
"15.03.2010","270,79","273,31","273,31","269,84","-","-0,92%"
"12.03.2010","273,31","273,39","275,26","272,13","-","-0,03%"
"11.03.2010","273,39","274,62","274,62","272,99","-","-0,45%"
"10.03.2010","274,62","274,79","276,95","272,97","-","-0,06%"
"09.03.2010","274,79","276,71","276,71","273,95","-","-0,69%"
"08.03.2010","276,71","276,93","277,69","275,09","-","-0,08%"
"05.03.2010","276,93","274,80","278,04","274,80","-","0,78%"
"04.03.2010","274,80","277,71","277,71","274,01","-","-1,05%"
"03.03.2010","277,71","275,13","277,91","275,13","-","0,94%"
"02.03.2010","275,13","275,13","275,13","275,13","-","0,88%"
"01.03.2010","272,72","272,72","272,72","272,72","-","-0,75%"
"26.02.2010","274,78","274,78","274,78","274,78","-","1,44%"
"25.02.2010","270,87","270,87","270,87","270,87","-","-1,40%"
"24.02.2010","274,71","274,71","274,71","274,71","-","0,86%"
"23.02.2010","272,36","272,36","272,36","272,36","-","-1,60%"
"22.02.2010","276,78","277,80","278,29","275,41","-","-0,37%"
"19.02.2010","277,80","276,15","277,93","275,07","-","1,45%"
"17.02.2010","273,84","274,77","274,89","272,70","-","-0,34%"
"16.02.2010","274,77","270,31","275,39","270,31","-","2,56%"
"12.02.2010","267,92","269,71","269,71","265,43","-","-0,66%"
"11.02.2010","269,71","266,23","269,79","265,28","-","1,31%"
"10.02.2010","266,23","265,12","266,89","262,56","-","0,42%"
"09.02.2010","265,12","261,52","265,86","261,52","-","1,38%"
"08.02.2010","261,52","258,55","262,47","258,55","-","1,15%"
"05.02.2010","258,55","263,67","264,42","256,89","-","-1,94%"
"04.02.2010","263,67","270,58","270,58","262,67","-","-2,55%"
"03.02.2010","270,58","273,19","273,46","270,39","-","-0,96%"
"02.02.2010","273,19","267,98","273,48","267,98","-","1,94%"
"01.02.2010","267,98","265,59","268,18","265,45","-","0,90%"
"29.01.2010","265,59","267,58","269,64","265,42","-","-0,74%"
"28.01.2010","267,58","268,76","269,84","266,08","-","-0,44%"
"27.01.2010","268,76","273,88","274,04","267,80","-","-1,87%"
"26.01.2010","273,88","276,74","276,74","273,67","-","-1,03%"
"25.01.2010","276,74","275,56","277,09","275,56","-","0,43%"
"22.01.2010","275,56","277,51","277,51","275,08","-","-0,70%"
"21.01.2010","277,51","279,48","280,98","276,70","-","-0,70%"
"20.01.2010","279,48","283,25","283,25","278,63","-","-1,33%"
"19.01.2010","283,25","281,84","283,77","281,42","-","0,65%"
"15.01.2010","281,41","284,43","284,43","281,12","-","-1,06%"
"14.01.2010","284,43","285,14","285,82","283,46","-","-0,25%"
"13.01.2010","285,14","284,52","285,28","281,29","-","0,22%"
"12.01.2010","284,52","289,39","289,39","283,47","-","-1,68%"
"11.01.2010","289,39","290,77","293,03","289,15","-","-0,47%"
"08.01.2010","290,77","290,53","291,38","289,90","-","0,08%"
"07.01.2010","290,53","293,75","293,75","290,52","-","-1,11%"
"06.01.2010","293,78","289,39","293,78","289,04","-","1,52%"
"05.01.2010","289,39","289,34","290,47","288,90","-","0,02%"
"04.01.2010","289,34","289,34","289,34","289,34","-","2,10%"
"01.01.2010","283,38","283,38","283,38","283,38","-","0,00%"
"31.12.2009","283,38","283,63","285,74","283,21","-","-0,09%"
"30.12.2009","283,63","283,73","285,17","283,18","-","-0,04%"
"29.12.2009","283,73","284,45","285,37","282,68","-","-0,25%"
"28.12.2009","284,45","280,92","284,45","280,92","-","1,26%"
"24.12.2009","280,92","279,36","281,38","279,23","-","0,56%"
"23.12.2009","279,36","274,89","279,36","274,89","-","1,63%"
"22.12.2009","274,89","274,78","275,23","272,12","-","0,04%"
"21.12.2009","274,78","276,13","277,77","274,27","-","-0,49%"
"18.12.2009","276,13","276,13","278,03","274,41","-","0,00%"
"17.12.2009","276,13","278,75","278,75","274,79","-","-0,94%"
"16.12.2009","278,75","274,27","279,36","274,27","-","1,63%"
"15.12.2009","274,27","273,52","275,58","272,90","-","0,27%"
"14.12.2009","273,52","270,86","273,56","270,86","-","0,98%"
"11.12.2009","270,86","269,52","271,20","268,07","-","0,50%"
"10.12.2009","269,52","267,75","269,57","267,35","-","0,66%"
"09.12.2009","267,75","271,90","273,38","267,75","-","-1,53%"
"08.12.2009","271,90","274,18","274,18","271,56","-","-0,83%"
"07.12.2009","274,18","273,87","274,41","271,43","-","0,11%"
"04.12.2009","273,87","276,55","277,65","272,89","-","-0,97%"
"03.12.2009","276,55","276,80","278,66","276,12","-","-0,09%"
"02.12.2009","276,80","279,34","279,54","276,26","-","-0,91%"
"01.12.2009","279,34","277,40","280,91","277,40","-","0,70%"
"30.11.2009","277,40","273,09","278,41","271,30","-","1,58%"
"27.11.2009","273,09","275,82","275,82","267,71","-","-1,91%"
"25.11.2009","278,41","272,26","278,50","272,26","-","2,26%"
"24.11.2009","272,26","274,95","275,24","271,59","-","-0,98%"
"23.11.2009","274,95","274,58","279,44","274,58","-","0,13%"
"20.11.2009","274,58","274,27","274,87","272,22","-","0,11%"
"19.11.2009","274,27","277,53","277,53","272,91","-","-1,17%"
"18.11.2009","277,53","277,25","280,13","277,23","-","0,10%"
"17.11.2009","277,25","276,74","277,81","275,29","-","0,18%"
"16.11.2009","276,74","269,12","277,21","269,12","-","2,83%"
"13.11.2009","269,12","269,20","270,02","267,48","-","-0,03%"
"12.11.2009","269,20","273,44","273,44","268,94","-","-1,55%"
"11.11.2009","273,44","272,31","275,60","272,31","-","0,41%"
"10.11.2009","272,31","274,09","274,86","270,86","-","-0,65%"
"09.11.2009","274,09","269,44","274,55","269,44","-","1,73%"
"06.11.2009","269,44","274,30","274,30","269,10","-","-1,77%"
"05.11.2009","274,30","276,94","277,44","273,92","-","-0,95%"
"04.11.2009","276,94","276,49","279,22","275,87","-","0,16%"
"03.11.2009","276,49","273,50","276,73","270,84","-","1,09%"
"02.11.2009","273,50","270,38","273,67","270,38","-","1,15%"
"30.10.2009","270,38","276,16","276,16","270,20","-","-2,09%"
"29.10.2009","276,16","270,39","276,87","270,31","-","2,13%"
"28.10.2009","270,39","275,97","275,97","270,39","-","-2,02%"
"27.10.2009","275,97","275,88","276,72","268,40","-","0,03%"
"26.10.2009","275,88","280,34","281,80","275,88","-","-1,59%"
"23.10.2009","280,34","282,54","282,71","280,34","-","-0,78%"
"22.10.2009","282,54","284,09","284,09","281,83","-","-0,55%"
"21.10.2009","284,09","278,13","285,18","277,35","-","2,14%"
"20.10.2009","278,13","279,65","279,75","277,64","-","-0,54%"
"19.10.2009","279,65","276,10","279,65","276,05","-","1,29%"
"16.10.2009","276,10","273,72","276,10","272,21","-","0,87%"
"15.10.2009","273,72","269,93","273,81","269,71","-","1,40%"
"14.10.2009","269,93","268,05","270,25","268,05","-","0,70%"
"13.10.2009","268,05","267,14","268,79","266,74","-","0,34%"
"12.10.2009","267,14","262,55","267,24","261,97","-","1,75%"
"09.10.2009","262,55","263,91","264,51","262,36","-","-0,52%"
"08.10.2009","263,91","258,37","263,94","257,97","-","2,14%"
"07.10.2009","258,37","259,47","260,00","258,37","-","-0,42%"
"06.10.2009","259,47","256,23","260,44","256,19","-","1,26%"
"05.10.2009","256,23","252,87","256,29","252,55","-","1,33%"
"02.10.2009","252,87","255,55","255,55","252,87","-","-1,05%"
"01.10.2009","255,55","259,39","259,39","255,07","-","-1,48%"
"30.09.2009","259,39","252,13","259,39","251,83","-","2,88%"
"29.09.2009","252,13","251,94","252,30","251,04","-","0,08%"
"28.09.2009","251,94","250,50","251,94","249,90","-","0,57%"
"25.09.2009","250,50","251,25","252,07","250,01","-","-0,30%"
"24.09.2009","251,25","256,52","256,52","250,44","-","-2,05%"
"23.09.2009","256,52","259,15","259,24","256,06","-","-1,01%"
"22.09.2009","259,15","254,31","259,15","254,31","-","1,90%"
"21.09.2009","254,31","259,99","260,16","254,31","-","-2,18%"
"18.09.2009","259,99","261,93","262,23","259,51","-","-0,74%"
"17.09.2009","261,93","262,91","263,41","261,57","-","-0,37%"
"16.09.2009","262,91","258,17","262,93","257,89","-","1,84%"
"15.09.2009","258,17","252,67","258,32","252,53","-","2,18%"
"14.09.2009","252,67","251,12","252,67","250,55","-","0,62%"
"11.09.2009","251,12","255,18","256,33","251,12","-","-1,59%"
"10.09.2009","255,18","253,22","255,18","252,53","-","0,77%"
"09.09.2009","253,22","252,57","253,66","252,57","-","0,26%"
"08.09.2009","252,57","247,72","252,57","247,46","-","2,02%"
"04.09.2009","247,58","248,74","249,01","246,74","-","-0,47%"
"03.09.2009","248,74","249,63","250,20","248,74","-","-0,36%"
"02.09.2009","249,63","248,98","249,92","248,12","-","0,26%"
"01.09.2009","248,98","253,68","255,53","248,98","-","-1,85%"
"31.08.2009","253,68","257,81","257,82","251,90","-","-1,60%"
"28.08.2009","257,81","256,52","258,93","256,52","-","0,50%"
"27.08.2009","256,52","256,18","256,59","253,13","-","0,13%"
"26.08.2009","256,18","257,36","257,50","255,28","-","-0,46%"
"25.08.2009","257,36","261,22","262,04","257,36","-","-1,48%"
"24.08.2009","261,22","259,24","261,22","259,23","-","0,76%"
"21.08.2009","259,24","256,93","260,30","256,85","-","0,90%"
"20.08.2009","256,93","259,94","260,48","256,93","-","-1,16%"
"19.08.2009","259,94","255,92","259,94","255,10","-","1,57%"
"18.08.2009","255,92","253,33","256,19","252,63","-","1,02%"
"17.08.2009","253,33","257,75","257,75","253,11","-","-1,71%"
"14.08.2009","257,75","265,15","265,27","257,75","-","-2,79%"
"13.08.2009","265,15","264,82","266,21","264,81","-","0,12%"
"12.08.2009","264,82","262,48","265,73","261,97","-","0,89%"
"11.08.2009","262,48","264,58","264,76","262,48","-","-0,79%"
"10.08.2009","264,58","264,35","265,84","264,35","-","0,09%"
"07.08.2009","264,35","264,77","266,62","264,35","-","-0,16%"
"06.08.2009","264,77","268,43","269,18","264,01","-","-1,36%"
"05.08.2009","268,43","267,03","268,53","265,49","-","0,52%"
"04.08.2009","267,03","266,28","267,03","265,41","-","0,28%"
"03.08.2009","266,28","257,45","267,12","257,45","-","3,43%"
"31.07.2009","257,45","253,14","257,45","251,92","-","1,70%"
