"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"19.09.2016","181,64","181,75","182,83","181,36","-","0,48%"
"16.09.2016","180,78","179,75","180,96","179,16","-","0,06%"
"15.09.2016","180,68","179,91","181,15","179,24","-","0,66%"
"14.09.2016","179,49","181,15","181,21","179,17","-","-0,59%"
"13.09.2016","180,56","181,71","182,37","180,48","-","-1,30%"
"12.09.2016","182,94","181,16","183,77","181,03","-","0,22%"
"09.09.2016","182,54","184,46","184,46","182,47","-","-1,66%"
"08.09.2016","185,63","183,52","185,78","182,68","-","1,73%"
"07.09.2016","182,47","181,68","182,50","180,91","-","0,87%"
"06.09.2016","180,90","180,65","180,98","178,99","-","0,51%"
"02.09.2016","179,99","179,38","180,73","179,24","-","1,00%"
"01.09.2016","178,21","180,47","180,52","178,01","-","-1,11%"
"31.08.2016","180,21","182,26","182,57","179,98","-","-1,43%"
"30.08.2016","182,82","184,93","185,15","182,39","-","-0,87%"
"29.08.2016","184,43","184,90","185,03","184,13","-","-0,90%"
"26.08.2016","186,11","186,03","188,20","185,26","-","-0,07%"
"25.08.2016","186,24","185,29","186,53","185,25","-","0,26%"
"24.08.2016","185,75","187,11","187,93","185,43","-","-1,40%"
"23.08.2016","188,38","186,42","188,53","185,94","-","0,69%"
"22.08.2016","187,08","186,79","187,86","186,65","-","-0,90%"
"19.08.2016","188,78","188,75","188,87","187,84","-","-0,30%"
"18.08.2016","189,34","187,28","189,57","187,16","-","1,31%"
"17.08.2016","186,90","186,19","187,10","185,50","-","0,14%"
"16.08.2016","186,64","185,85","186,78","184,61","-","0,81%"
"15.08.2016","185,14","183,46","185,17","182,91","-","1,35%"
"12.08.2016","182,68","181,45","183,33","181,45","-","0,38%"
"11.08.2016","181,99","179,78","182,64","179,24","-","1,36%"
"10.08.2016","179,55","181,73","182,55","179,44","-","-1,04%"
"09.08.2016","181,43","182,40","182,89","181,27","-","-0,74%"
"08.08.2016","182,79","182,73","183,31","182,52","-","0,54%"
"05.08.2016","181,80","181,30","181,95","180,43","-","0,25%"
"04.08.2016","181,35","179,26","181,56","178,99","-","0,87%"
"03.08.2016","179,79","177,47","180,14","177,35","-","1,39%"
"02.08.2016","177,32","179,42","180,09","176,67","-","-0,50%"
"01.08.2016","178,21","179,70","180,41","177,96","-","-1,55%"
"29.07.2016","181,01","178,39","181,14","177,99","-","1,00%"
"28.07.2016","179,21","179,90","180,43","179,03","-","-0,23%"
"27.07.2016","179,62","180,79","182,10","179,37","-","-0,88%"
"26.07.2016","181,22","180,87","181,78","179,93","-","-0,05%"
"25.07.2016","181,31","182,38","182,52","180,90","-","-0,87%"
"22.07.2016","182,90","183,35","183,61","181,72","-","-0,42%"
"21.07.2016","183,67","185,23","185,63","183,56","-","-0,77%"
"20.07.2016","185,09","185,67","186,29","184,15","-","-0,54%"
"19.07.2016","186,10","188,22","188,66","186,01","-","-1,11%"
"18.07.2016","188,19","188,41","188,44","186,70","-","-0,35%"
"15.07.2016","188,86","189,57","190,92","188,78","-","-0,65%"
"14.07.2016","190,10","190,53","190,97","189,66","-","0,80%"
"13.07.2016","188,59","190,29","191,47","188,31","-","-0,86%"
"12.07.2016","190,23","188,58","190,39","187,42","-","1,89%"
"11.07.2016","186,71","187,88","188,97","186,60","-","-0,25%"
"08.07.2016","187,17","186,57","187,43","185,83","-","0,79%"
"07.07.2016","185,70","190,72","191,47","185,36","-","-2,24%"
"06.07.2016","189,96","187,73","190,22","187,34","-","0,16%"
"05.07.2016","189,66","192,35","192,35","188,99","-","-2,37%"
"01.07.2016","194,26","192,65","194,34","192,18","-","0,88%"
"30.06.2016","192,57","194,32","194,33","192,20","-","-1,06%"
"29.06.2016","194,64","192,34","194,73","192,19","-","1,62%"
"28.06.2016","191,54","190,27","191,61","189,98","-","2,12%"
"27.06.2016","187,57","188,63","188,72","187,01","-","-0,59%"
"24.06.2016","188,69","189,25","190,08","188,53","-","-2,50%"
"23.06.2016","193,52","193,52","193,57","191,77","-","0,89%"
"22.06.2016","191,81","193,20","193,91","191,15","-","-0,66%"
"21.06.2016","193,08","192,63","193,12","191,64","-","-0,68%"
"20.06.2016","194,41","193,03","194,43","192,78","-","1,06%"
"17.06.2016","192,38","190,75","192,44","190,74","-","1,85%"
"16.06.2016","188,89","190,97","191,17","188,70","-","-1,49%"
"15.06.2016","191,74","192,17","192,61","191,33","-","-0,24%"
"14.06.2016","192,21","191,37","192,27","190,78","-","-0,36%"
"13.06.2016","192,90","193,20","193,73","192,34","-","0,01%"
"10.06.2016","192,89","193,98","194,46","192,63","-","-1,14%"
"09.06.2016","195,12","194,57","195,49","194,31","-","-0,36%"
"08.06.2016","195,82","193,78","195,88","193,77","-","1,76%"
"07.06.2016","192,43","191,22","192,44","191,20","-","0,61%"
"06.06.2016","191,27","191,27","191,81","190,26","-","1,38%"
"03.06.2016","188,67","188,64","189,35","187,95","-","0,34%"
"02.06.2016","188,03","187,19","188,60","186,15","-","0,65%"
"01.06.2016","186,82","185,05","186,95","184,32","-","0,36%"
"31.05.2016","186,15","186,48","187,68","186,08","-","0,01%"
"27.05.2016","186,14","185,05","186,33","184,67","-","0,30%"
"26.05.2016","185,59","186,05","186,43","184,51","-","0,16%"
"25.05.2016","185,30","184,31","185,33","183,80","-","1,06%"
"24.05.2016","183,35","183,02","184,44","182,69","-","0,09%"
"23.05.2016","183,19","183,47","183,75","182,49","-","-0,55%"
"20.05.2016","184,21","184,07","185,36","183,54","-","0,18%"
"19.05.2016","183,88","183,42","183,92","182,01","-","-0,82%"
"18.05.2016","185,40","185,05","186,30","184,49","-","-0,25%"
"17.05.2016","185,86","184,50","186,12","184,32","-","0,69%"
"16.05.2016","184,58","183,63","184,70","183,39","-","1,11%"
"13.05.2016","182,55","182,37","182,94","181,71","-","-0,60%"
"12.05.2016","183,65","183,98","184,37","181,85","-","0,17%"
"11.05.2016","183,34","181,13","183,44","179,82","-","1,70%"
"10.05.2016","180,28","177,58","180,37","177,54","-","1,84%"
"09.05.2016","177,03","180,20","180,22","176,86","-","-1,60%"
"06.05.2016","179,91","178,49","181,12","178,02","-","0,55%"
"05.05.2016","178,93","181,31","183,07","178,48","-","-0,52%"
"04.05.2016","179,87","179,46","181,43","179,07","-","0,02%"
"03.05.2016","179,84","182,02","182,21","179,14","-","-1,47%"
"02.05.2016","182,53","184,51","184,68","182,19","-","-1,13%"
"29.04.2016","184,61","184,11","185,24","183,61","-","0,79%"
"28.04.2016","183,16","181,71","183,39","181,71","-","0,37%"
"27.04.2016","182,49","182,42","182,91","180,08","-","0,56%"
"26.04.2016","181,48","179,43","181,60","179,28","-","1,46%"
"25.04.2016","178,87","179,12","180,37","178,61","-","-0,43%"
"22.04.2016","179,65","179,64","181,79","179,42","-","-0,13%"
"21.04.2016","179,88","182,26","182,73","179,29","-","-0,86%"
"20.04.2016","181,44","177,12","181,53","176,64","-","1,98%"
"19.04.2016","177,92","175,49","178,01","175,15","-","2,19%"
"18.04.2016","174,11","172,38","174,80","171,59","-","0,27%"
"15.04.2016","173,64","172,96","174,23","172,36","-","-0,65%"
"14.04.2016","174,77","175,46","175,95","174,66","-","-0,50%"
"13.04.2016","175,65","174,71","176,24","174,71","-","0,09%"
"12.04.2016","175,49","172,88","175,56","172,54","-","2,14%"
"11.04.2016","171,82","170,53","172,18","170,31","-","0,46%"
"08.04.2016","171,04","168,67","171,07","168,65","-","2,52%"
"07.04.2016","166,84","167,70","167,72","165,90","-","-0,41%"
"06.04.2016","167,52","165,83","167,96","165,42","-","1,39%"
"05.04.2016","165,22","166,08","166,17","164,71","-","-0,34%"
"04.04.2016","165,79","168,25","168,90","165,67","-","-1,33%"
"01.04.2016","168,03","169,43","169,48","167,27","-","-1,46%"
"31.03.2016","170,52","170,80","172,22","170,07","-","-0,26%"
"30.03.2016","170,97","172,70","173,72","170,81","-","-0,29%"
"29.03.2016","171,47","171,19","171,92","170,16","-","-0,64%"
"28.03.2016","172,57","171,98","172,73","171,60","-","0,23%"
"24.03.2016","172,18","171,53","172,57","170,65","-","-0,61%"
"23.03.2016","173,24","173,24","176,47","173,20","-","-2,19%"
"22.03.2016","177,12","177,12","177,23","175,69","-","0,43%"
"21.03.2016","176,37","175,82","177,03","175,41","-","0,01%"
"18.03.2016","176,35","178,18","178,68","176,32","-","-0,74%"
"17.03.2016","177,66","175,87","177,68","175,14","-","2,24%"
"16.03.2016","173,76","171,74","173,83","171,22","-","1,57%"
"15.03.2016","171,07","170,74","171,91","170,46","-","-0,76%"
"14.03.2016","172,38","172,33","172,58","171,05","-","-0,66%"
"11.03.2016","173,53","173,36","174,18","172,91","-","0,95%"
"10.03.2016","171,89","171,89","172,45","170,60","-","-0,19%"
"09.03.2016","172,22","170,44","172,28","170,07","-","1,62%"
"08.03.2016","169,47","171,41","172,38","169,37","-","-1,30%"
"07.03.2016","171,70","169,29","172,11","168,95","-","1,87%"
"04.03.2016","168,55","165,59","168,64","165,59","-","2,13%"
"03.03.2016","165,04","164,64","165,86","163,96","-","0,26%"
"02.03.2016","164,62","163,17","165,35","162,97","-","0,46%"
"01.03.2016","163,87","164,13","164,51","162,13","-","0,41%"
"29.02.2016","163,20","161,77","163,51","161,51","-","0,95%"
"26.02.2016","161,67","163,32","165,27","161,56","-","-0,60%"
"25.02.2016","162,64","161,15","163,19","159,61","-","0,71%"
"24.02.2016","161,49","158,52","161,83","158,27","-","0,65%"
"23.02.2016","160,44","163,15","163,18","159,88","-","-1,35%"
"22.02.2016","162,64","161,78","163,40","161,70","-","1,89%"
"19.02.2016","159,63","161,12","161,23","158,94","-","-1,40%"
"18.02.2016","161,89","163,44","164,03","161,67","-","-0,40%"
"17.02.2016","162,54","159,92","163,09","159,37","-","2,31%"
"16.02.2016","158,87","161,08","161,40","158,09","-","-0,93%"
"12.02.2016","160,36","157,32","160,44","157,20","-","3,45%"
"11.02.2016","155,01","156,10","156,88","154,89","-","-0,89%"
"10.02.2016","156,40","157,26","158,43","156,04","-","-0,11%"
"09.02.2016","156,58","160,12","160,43","156,38","-","-2,49%"
"08.02.2016","160,58","161,22","162,11","160,43","-","-0,83%"
"05.02.2016","161,93","164,32","164,51","161,86","-","-0,93%"
"04.02.2016","163,45","164,59","166,46","163,21","-","-0,45%"
"03.02.2016","164,19","161,06","164,26","160,09","-","2,50%"
"02.02.2016","160,18","161,53","161,71","159,60","-","-2,02%"
"01.02.2016","163,49","164,35","164,88","162,77","-","-1,96%"
"29.01.2016","166,75","165,92","167,52","164,89","-","0,93%"
"28.01.2016","165,22","164,30","167,94","164,09","-","0,63%"
"27.01.2016","164,18","161,57","165,16","161,16","-","0,92%"
"26.01.2016","162,68","161,15","164,04","160,04","-","1,38%"
"25.01.2016","160,46","162,51","162,85","160,32","-","-2,04%"
"22.01.2016","163,80","162,12","163,98","161,93","-","2,93%"
"21.01.2016","159,14","155,90","160,47","155,84","-","1,80%"
"20.01.2016","156,32","157,53","157,92","154,85","-","-1,98%"
"19.01.2016","159,48","162,06","162,06","159,38","-","-0,28%"
"15.01.2016","159,93","160,52","161,32","159,49","-","-1,96%"
"14.01.2016","163,12","162,61","163,71","161,93","-","0,45%"
"13.01.2016","162,39","163,30","164,46","161,82","-","0,20%"
"12.01.2016","162,07","163,84","165,08","161,42","-","-1,32%"
"11.01.2016","164,24","167,23","167,90","163,56","-","-2,57%"
"08.01.2016","168,58","169,24","169,58","167,76","-","0,02%"
"07.01.2016","168,54","167,50","170,23","167,26","-","-0,54%"
"06.01.2016","169,45","170,98","171,43","169,20","-","-2,09%"
"05.01.2016","173,07","174,27","174,87","172,62","-","-0,81%"
"04.01.2016","174,49","174,08","174,97","174,08","-","-0,94%"
"31.12.2015","176,14","175,10","177,65","174,88","-","0,71%"
"30.12.2015","174,89","175,56","176,24","174,70","-","-1,38%"
"29.12.2015","177,34","175,18","177,50","175,18","-","1,65%"
"28.12.2015","174,46","174,39","175,00","174,20","-","-0,93%"
"24.12.2015","176,09","175,73","176,40","175,55","-","0,50%"
"23.12.2015","175,22","173,10","175,34","172,90","-","1,90%"
"22.12.2015","171,95","172,24","172,96","171,70","-","-0,27%"
"21.12.2015","172,42","171,34","172,82","171,01","-","0,15%"
"18.12.2015","172,16","170,83","173,39","170,49","-","0,86%"
"17.12.2015","170,70","171,81","172,09","170,06","-","-0,65%"
"16.12.2015","171,81","173,63","174,50","171,51","-","-1,39%"
"15.12.2015","174,23","174,43","175,69","173,60","-","-0,02%"
"14.12.2015","174,26","172,59","174,80","172,00","-","-0,34%"
"11.12.2015","174,86","176,22","176,59","174,66","-","-1,23%"
"10.12.2015","177,03","177,70","178,08","176,66","-","-0,30%"
"09.12.2015","177,56","178,42","180,05","176,49","-","0,10%"
"08.12.2015","177,39","177,75","179,14","176,52","-","-0,66%"
"07.12.2015","178,57","182,08","182,27","178,49","-","-2,55%"
"04.12.2015","183,24","183,92","184,57","181,78","-","-0,03%"
"03.12.2015","183,30","181,35","184,42","181,23","-","1,35%"
"02.12.2015","180,85","183,38","183,77","180,72","-","-1,92%"
"01.12.2015","184,39","183,25","184,80","182,37","-","1,01%"
"30.11.2015","182,54","183,68","184,38","182,42","-","-0,38%"
"27.11.2015","183,24","184,73","185,12","183,21","-","-1,32%"
"25.11.2015","185,70","184,04","185,98","183,21","-","0,23%"
"24.11.2015","185,27","184,10","186,34","184,10","-","1,00%"
"23.11.2015","183,43","183,42","184,29","182,00","-","-0,16%"
"20.11.2015","183,73","183,69","185,16","183,65","-","-0,21%"
"19.11.2015","184,12","184,10","184,93","182,96","-","0,28%"
"18.11.2015","183,60","184,56","184,67","182,56","-","-0,06%"
"17.11.2015","183,71","184,56","185,03","183,62","-","-0,92%"
"16.11.2015","185,42","185,81","186,20","183,23","-","0,35%"
"13.11.2015","184,77","186,98","186,98","184,21","-","-0,89%"
"12.11.2015","186,43","188,14","188,14","186,28","-","-1,02%"
"11.11.2015","188,35","189,04","190,35","188,00","-","-0,56%"
"10.11.2015","189,42","189,83","190,81","189,03","-","0,11%"
"09.11.2015","189,22","191,89","192,10","189,04","-","-0,95%"
"06.11.2015","191,03","192,70","193,14","190,32","-","-0,73%"
"05.11.2015","192,44","194,03","194,33","192,35","-","-0,87%"
"04.11.2015","194,13","197,76","198,32","194,06","-","-1,74%"
"03.11.2015","197,56","195,48","198,15","195,39","-","1,36%"
"02.11.2015","194,91","193,99","195,28","193,75","-","-0,36%"
"30.10.2015","195,61","194,58","196,17","193,92","-","0,75%"
"29.10.2015","194,16","193,88","195,70","193,72","-","-0,47%"
"28.10.2015","195,07","191,96","195,26","191,64","-","1,95%"
"27.10.2015","191,34","191,72","192,09","190,89","-","-0,49%"
"26.10.2015","192,28","193,78","193,88","192,23","-","-0,74%"
"23.10.2015","193,71","196,45","196,45","193,23","-","-0,97%"
"22.10.2015","195,61","197,13","197,51","195,10","-","0,01%"
"21.10.2015","195,59","196,70","196,74","194,91","-","-0,93%"
"20.10.2015","197,42","196,83","198,26","196,60","-","0,35%"
"19.10.2015","196,73","198,26","198,32","196,72","-","-1,36%"
"16.10.2015","199,45","198,66","199,76","197,44","-","0,23%"
"15.10.2015","198,99","199,44","199,89","197,79","-","-0,42%"
"14.10.2015","199,83","199,43","200,40","198,92","-","0,19%"
"13.10.2015","199,46","199,22","201,43","198,92","-","-0,14%"
"12.10.2015","199,73","203,46","203,62","199,68","-","-1,46%"
"09.10.2015","202,69","203,71","203,71","201,61","-","0,69%"
"08.10.2015","201,30","199,20","201,91","199,15","-","0,86%"
"07.10.2015","199,59","201,71","202,25","199,21","-","-0,27%"
"06.10.2015","200,13","196,05","200,35","196,05","-","1,91%"
"05.10.2015","196,38","195,01","197,23","194,81","-","1,17%"
"02.10.2015","194,11","192,66","194,42","191,43","-","0,83%"
"01.10.2015","192,51","195,52","196,49","192,43","-","-0,65%"
"30.09.2015","193,76","193,98","195,48","193,39","-","0,10%"
"29.09.2015","193,57","192,86","194,23","192,72","-","0,40%"
"28.09.2015","192,80","194,29","194,59","192,57","-","-1,49%"
"25.09.2015","195,71","194,15","196,16","194,15","-","1,10%"
"24.09.2015","193,58","192,41","193,73","191,17","-","0,62%"
"23.09.2015","192,38","195,95","196,27","192,35","-","-1,25%"
"22.09.2015","194,82","194,90","195,11","193,44","-","-1,03%"
"21.09.2015","196,85","195,38","196,85","195,20","-","1,38%"
"18.09.2015","194,18","197,89","198,07","193,75","-","-2,04%"
"17.09.2015","198,22","198,38","199,45","197,53","-","-0,38%"
"16.09.2015","198,98","196,47","199,66","196,39","-","1,51%"
"15.09.2015","196,02","196,22","196,50","195,36","-","0,11%"
"14.09.2015","195,80","196,87","196,88","195,51","-","-0,47%"
"11.09.2015","196,72","196,48","197,61","194,81","-","-0,65%"
"10.09.2015","198,01","196,17","198,12","195,44","-","1,13%"
"09.09.2015","195,80","197,73","198,60","195,72","-","-1,31%"
"08.09.2015","198,39","196,67","198,78","195,80","-","0,86%"
"04.09.2015","196,70","197,96","198,87","196,61","-","-0,91%"
"03.09.2015","198,50","197,11","200,54","196,36","-","0,87%"
"02.09.2015","196,78","194,73","197,48","192,68","-","0,40%"
"01.09.2015","196,00","200,63","200,73","195,88","-","-3,01%"
"31.08.2015","202,09","195,25","202,13","193,39","-","2,53%"
"28.08.2015","197,10","192,52","198,16","192,01","-","2,32%"
"27.08.2015","192,63","188,38","192,77","187,81","-","3,97%"
"26.08.2015","185,28","187,42","188,12","185,20","-","-1,27%"
"25.08.2015","187,66","188,67","189,51","186,89","-","0,77%"
"24.08.2015","186,22","187,43","188,75","185,13","-","-2,68%"
"21.08.2015","191,34","193,80","193,86","190,42","-","-1,71%"
"20.08.2015","194,66","193,21","195,30","193,19","-","0,47%"
"19.08.2015","193,75","196,76","196,85","193,22","-","-1,53%"
"18.08.2015","196,77","195,68","197,06","195,35","-","0,12%"
"17.08.2015","196,53","197,10","197,68","196,45","-","-0,73%"
"14.08.2015","197,97","197,83","198,57","197,45","-","0,07%"
"13.08.2015","197,83","198,08","198,09","197,38","-","-0,54%"
"12.08.2015","198,90","200,05","200,56","198,12","-","-0,21%"
"11.08.2015","199,31","200,96","200,99","198,82","-","-1,55%"
"10.08.2015","202,45","198,95","202,45","198,75","-","2,08%"
"07.08.2015","198,32","198,57","198,93","197,84","-","-0,11%"
"06.08.2015","198,54","199,10","199,19","197,97","-","-0,62%"
"05.08.2015","199,78","201,15","202,00","199,34","-","-0,54%"
"04.08.2015","200,87","200,88","201,34","200,34","-","0,79%"
"03.08.2015","199,30","201,17","201,23","199,22","-","-1,61%"
"31.07.2015","202,57","203,88","205,64","202,30","-","-1,05%"
"30.07.2015","204,72","206,31","206,32","204,48","-","-0,37%"
"29.07.2015","205,49","204,25","206,58","203,78","-","0,54%"
"28.07.2015","204,39","202,60","204,84","202,56","-","0,84%"
"27.07.2015","202,69","203,69","204,16","202,65","-","-1,15%"
